file,midi_output,precision,recall,f_measure,ref_count,pred_count,raw_pitch_accuracy,raw_chroma_accuracy,overall_accuracy,voicing_recall,voicing_false_alarm
EN-Tenor-1/Breathy/I Knew You Were Trouble/Breathy_Group/0004.wav,EN-Tenor-1/Breathy/I Knew You Were Trouble/Breathy_Group/0004.mid,0.42857142857142855,0.391304347826087,0.4090909090909091,23,21,0.9118377483443708,0.9118377483443708,0.9135702746365105,0.9172185430463576,0.016666666666666666
EN-Alto-1/Glissando/make it shine/Control_Group/0006.wav,EN-Alto-1/Glissando/make it shine/Control_Group/0006.mid,0.25,0.2631578947368421,0.25641025641025644,19,20,0.8644927536231884,0.8644927536231884,0.8926462694578636,0.8942028985507247,0.026915113871635612
EN-Alto-2/Mixed_Voice_and_Falsetto/Love Me Like You Do/Control_Group/0001.wav,EN-Alto-2/Mixed_Voice_and_Falsetto/Love Me Like You Do/Control_Group/0001.mid,0.3125,0.25,0.2777777777777778,20,16,0.7914353687549563,0.7914353687549563,0.8549450549450549,0.8001586042823157,0.0017889087656529517
EN-Alto-2/Mixed_Voice_and_Falsetto/Five Hundred Miles/Mixed_Voice_Group/0006.wav,EN-Alto-2/Mixed_Voice_and_Falsetto/Five Hundred Miles/Mixed_Voice_Group/0006.mid,0.3333333333333333,0.3076923076923077,0.32,13,12,0.91800878477306,0.91800878477306,0.9302615193026152,0.91800878477306,0.0
EN-Alto-1/Breathy/all is found/Control_Group/0012.wav,EN-Alto-1/Breathy/all is found/Control_Group/0012.mid,0.4166666666666667,0.5,0.45454545454545453,10,12,0.7868020304568528,0.7868020304568528,0.8304172274562585,0.8417935702199661,0.0
EN-Tenor-1/Breathy/I Knew You Were Trouble/Control_Group/0007.wav,EN-Tenor-1/Breathy/I Knew You Were Trouble/Control_Group/0007.mid,0.29411764705882354,0.38461538461538464,0.33333333333333337,13,17,0.8701633705932932,0.8701633705932932,0.8859649122807017,0.8933791917454859,0.024390243902439025
EN-Tenor-1/Vibrato/What Was I Made For？/Control_Group/0010.wav,EN-Tenor-1/Vibrato/What Was I Made For？/Control_Group/0010.mid,0.2857142857142857,0.4,0.3333333333333333,10,14,0.8010825439783491,0.8010825439783491,0.8220491312162972,0.8870094722598105,0.015706806282722512
EN-Tenor-1/Pharyngeal/Always Remember Us This Way/Control_Group/0005.wav,EN-Tenor-1/Pharyngeal/Always Remember Us This Way/Control_Group/0005.mid,0.2,0.125,0.15384615384615385,8,5,0.9016806722689076,0.9016806722689076,0.9034653465346535,0.9252100840336135,0.0
EN-Tenor-1/Breathy/What Was I Made For？/Breathy_Group/0008.wav,EN-Tenor-1/Breathy/What Was I Made For？/Breathy_Group/0008.mid,0.2,0.16666666666666666,0.1818181818181818,12,10,0.8793316831683168,0.8793316831683168,0.8845265588914549,0.9164603960396039,0.04310344827586207
EN-Tenor-1/Glissando/You Belong With Me/Control_Group/0003.wav,EN-Tenor-1/Glissando/You Belong With Me/Control_Group/0003.mid,0.7272727272727273,0.6666666666666666,0.6956521739130435,12,11,0.93,0.93,0.9329929802169751,0.9346666666666666,0.0
EN-Tenor-1/Glissando/Shallow/Control_Group/0004.wav,EN-Tenor-1/Glissando/Shallow/Control_Group/0004.mid,0.625,0.4166666666666667,0.5,12,8,0.9368963296844817,0.9368963296844817,0.9373493975903614,0.9394719896973599,0.056074766355140186
EN-Tenor-1/Pharyngeal/I Knew You Were Trouble/Pharyngeal_Group/0006.wav,EN-Tenor-1/Pharyngeal/I Knew You Were Trouble/Pharyngeal_Group/0006.mid,0.21212121212121213,0.2413793103448276,0.22580645161290322,29,33,0.788881069669247,0.788881069669247,0.7916378714581893,0.8641801548205489,0.057692307692307696
EN-Tenor-1/Mixed_Voice_and_Falsetto/Love on the Brain/Control_Group/0000.wav,EN-Tenor-1/Mixed_Voice_and_Falsetto/Love on the Brain/Control_Group/0000.mid,0.21739130434782608,0.21739130434782608,0.21739130434782608,23,23,0.8507381082558775,0.8507381082558775,0.8691275167785235,0.8512848551120831,0.0
EN-Alto-1/Vibrato/memory/Control_Group/0006.wav,EN-Alto-1/Vibrato/memory/Control_Group/0006.mid,0.3333333333333333,0.3,0.3157894736842105,10,9,0.7791509940891993,0.7791509940891993,0.7937782237832414,0.8554540569586244,0.0
EN-Alto-1/Mixed_Voice_and_Falsetto/somewhere over the rainbow/Falsetto_Group/0007.wav,EN-Alto-1/Mixed_Voice_and_Falsetto/somewhere over the rainbow/Falsetto_Group/0007.mid,0.6666666666666666,0.6666666666666666,0.6666666666666666,18,18,0.8922345483359746,0.8922345483359746,0.9055679287305123,0.9255150554675119,0.022727272727272728
EN-Tenor-1/Breathy/Shallow/Breathy_Group/0000.wav,EN-Tenor-1/Breathy/Shallow/Breathy_Group/0000.mid,0.36363636363636365,0.3076923076923077,0.33333333333333337,13,11,0.8486407053637032,0.8486407053637032,0.8695106649937264,0.9000734753857458,0.008583690987124463
EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Mixed_Voice_Group/0007.wav,EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Mixed_Voice_Group/0007.mid,0.18181818181818182,0.23529411764705882,0.20512820512820512,17,22,0.8504088504088504,0.8504088504088504,0.8622064687638458,0.8797498797498797,0.0
EN-Tenor-1/Mixed_Voice_and_Falsetto/Call Out My Name/Control_Group/0002.wav,EN-Tenor-1/Mixed_Voice_and_Falsetto/Call Out My Name/Control_Group/0002.mid,0.14285714285714285,0.15,0.14634146341463414,20,21,0.7284345047923323,0.7284345047923323,0.7627000695894224,0.7460063897763578,0.005405405405405406
EN-Tenor-1/Vibrato/Million Reasons/Control_Group/0001.wav,EN-Tenor-1/Vibrato/Million Reasons/Control_Group/0001.mid,0.2,0.11764705882352941,0.14814814814814817,17,10,0.9416737109044802,0.9416737109044802,0.945839874411303,0.9467455621301775,0.0
EN-Alto-2/Mixed_Voice_and_Falsetto/Cry on My Shoulder/Control_Group/0005.wav,EN-Alto-2/Mixed_Voice_and_Falsetto/Cry on My Shoulder/Control_Group/0005.mid,0.16666666666666666,0.2,0.1818181818181818,10,12,0.8173913043478261,0.8173913043478261,0.8713410483321987,0.8685990338164251,0.0
EN-Tenor-1/Pharyngeal/Million Reasons/Control_Group/0004.wav,EN-Tenor-1/Pharyngeal/Million Reasons/Control_Group/0004.mid,0.45454545454545453,0.38461538461538464,0.41666666666666663,13,11,0.8395225464190982,0.8395225464190982,0.8499690018598884,0.9257294429708223,0.0
EN-Alto-1/Breathy/safe and sound/Control_Group/0009.wav,EN-Alto-1/Breathy/safe and sound/Control_Group/0009.mid,0.07692307692307693,0.16666666666666666,0.10526315789473684,6,13,0.816289592760181,0.816289592760181,0.8647778493238892,0.9438914027149321,0.015625
EN-Alto-2/Pharyngeal/All of Me/Control_Group/0003.wav,EN-Alto-2/Pharyngeal/All of Me/Control_Group/0003.mid,0.21428571428571427,0.2,0.20689655172413796,15,14,0.8017241379310345,0.8017241379310345,0.8226221079691517,0.8153735632183908,0.0
EN-Alto-2/Vibrato/Yesterday Once More/Vibrato_Group/0002.wav,EN-Alto-2/Vibrato/Yesterday Once More/Vibrato_Group/0002.mid,0.2,0.23529411764705882,0.2162162162162162,17,20,0.8338308457711443,0.8338308457711443,0.8544251447477254,0.8666666666666667,0.04411764705882353
EN-Tenor-1/Glissando/Enchanted/Control_Group/0001.wav,EN-Tenor-1/Glissando/Enchanted/Control_Group/0001.mid,0.17391304347826086,0.23529411764705882,0.19999999999999998,17,23,0.7828362114076399,0.7828362114076399,0.8069767441860465,0.8283621140763998,0.0
EN-Alto-2/Glissando/Easy On Me/Glissando_Group/0000.wav,EN-Alto-2/Glissando/Easy On Me/Glissando_Group/0000.mid,0.2,0.25,0.22222222222222224,8,10,0.8817365269461078,0.8817365269461078,0.9222756410256411,0.9191616766467066,0.03103448275862069
EN-Tenor-1/Mixed_Voice_and_Falsetto/Love on the Brain/Falsetto_Group/0006.wav,EN-Tenor-1/Mixed_Voice_and_Falsetto/Love on the Brain/Falsetto_Group/0006.mid,0.29411764705882354,0.29411764705882354,0.29411764705882354,17,17,0.8273480662983426,0.8273480662983426,0.8352010547132498,0.880524861878453,0.0
